id,generation,name,set_num,supertype,legalities
swsh12pt5-125,Eighth,Crushing Hammer,125,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-126,Eighth,Digging Duo,126,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-127,Eighth,Energy Retrieval,127,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-128,Eighth,Energy Search,128,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-129,Eighth,Energy Switch,129,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-130,Eighth,Friends in Hisui,130,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-131,Eighth,Friends in Sinnoh,131,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-132,Eighth,Great Ball,132,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-133,Eighth,Hop,133,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-134,Eighth,Leon,134,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-135,Eighth,Lost Vacuum,135,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-136,Eighth,Nessa,136,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-137,Eighth,PokÃ© Ball,137,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-138,Eighth,PokÃ©mon Catcher,138,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-139,Eighth,Potion,139,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-140,Eighth,Raihan,140,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-141,Eighth,Rare Candy,141,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-142,Eighth,Rescue Carrier,142,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-143,Eighth,Sky Seal Stone,143,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-144,Eighth,Switch,144,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-145,Eighth,Trekking Shoes,145,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-146,Eighth,Ultra Ball,146,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-147,Eighth,Elesa's Sparkle,147,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-148,Eighth,Friends in Hisui,148,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-149,Eighth,Friends in Sinnoh,149,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-150,Eighth,Professor's Research,150,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-151,Eighth,Volo,151,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-152,Eighth,Grass Energy,152,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-153,Eighth,Fire Energy,153,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-154,Eighth,Water Energy,154,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-155,Eighth,Lightning Energy,155,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-156,Eighth,Psychic Energy,156,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-157,Eighth,Fighting Energy,157,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-158,Eighth,Darkness Energy,158,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-159,Eighth,Metal Energy,159,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5-160,Eighth,Pikachu,160,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG01,Eighth,Hisuian Voltorb,GG01,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG02,Eighth,Kricketune,GG02,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG03,Eighth,Magmortar,GG03,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG04,Eighth,Oricorio,GG04,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG05,Eighth,Lapras,GG05,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG06,Eighth,Manaphy,GG06,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG07,Eighth,Keldeo,GG07,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG08,Eighth,Electivire,GG08,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG09,Eighth,Toxtricity,GG09,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG10,Eighth,Mew,GG10,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG11,Eighth,Lunatone,GG11,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG12,Eighth,Deoxys,GG12,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG13,Eighth,Diancie,GG13,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG14,Eighth,Comfey,GG14,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG15,Eighth,Solrock,GG15,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG16,Eighth,Absol,GG16,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG17,Eighth,Thievul,GG17,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG18,Eighth,Magnezone,GG18,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG19,Eighth,Altaria,GG19,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG20,Eighth,Latias,GG20,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG21,Eighth,Hisuian Goodra,GG21,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG22,Eighth,Ditto,GG22,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG23,Eighth,Dunsparce,GG23,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG24,Eighth,Miltank,GG24,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG25,Eighth,Bibarel,GG25,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG26,Eighth,Riolu,GG26,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG27,Eighth,Swablu,GG27,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG28,Eighth,Duskull,GG28,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG29,Eighth,Bidoof,GG29,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG30,Eighth,Pikachu,GG30,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG31,Eighth,Turtwig,GG31,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG32,Eighth,Paras,GG32,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG33,Eighth,Poochyena,GG33,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG34,Eighth,Mareep,GG34,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG35,Eighth,Leafeon VSTAR,GG35,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG36,Eighth,Entei V,GG36,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG37,Eighth,Simisear VSTAR,GG37,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG38,Eighth,Suicune V,GG38,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG39,Eighth,Lumineon V,GG39,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG40,Eighth,Glaceon VSTAR,GG40,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG41,Eighth,Raikou V,GG41,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG42,Eighth,Zeraora VMAX,GG42,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG43,Eighth,Zeraora VSTAR,GG43,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG44,Eighth,Mewtwo VSTAR,GG44,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG45,Eighth,Deoxys VMAX,GG45,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG46,Eighth,Deoxys VSTAR,GG46,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG47,Eighth,Hatterene VMAX,GG47,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG48,Eighth,Zacian V,GG48,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG49,Eighth,Drapion V,GG49,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG50,Eighth,Darkrai VSTAR,GG50,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG51,Eighth,Hisuian Samurott V,GG51,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG52,Eighth,Hisuian Samurott VSTAR,GG52,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG53,Eighth,Hoopa V,GG53,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG54,Eighth,Zamazenta V,GG54,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG55,Eighth,Regigigas VSTAR,GG55,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG56,Eighth,Hisuian Zoroark VSTAR,GG56,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG57,Eighth,Adaman,GG57,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG58,Eighth,Cheren's Care,GG58,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG59,Eighth,Colress's Experiment,GG59,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG60,Eighth,Cynthia's Ambition,GG60,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG61,Eighth,Gardenia's Vigor,GG61,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG62,Eighth,Grant,GG62,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG63,Eighth,Irida,GG63,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG64,Eighth,Melony,GG64,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG65,Eighth,Raihan,GG65,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG66,Eighth,Roxanne,GG66,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG67,Eighth,Origin Forme Palkia VSTAR,GG67,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG68,Eighth,Origin Forme Dialga VSTAR,GG68,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG69,Eighth,Giratina VSTAR,GG69,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
swsh12pt5gg-GG70,Eighth,Arceus VSTAR,GG70,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-1,Ninth,Pineco,1,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sve-1,Ninth,Basic Grass Energy,1,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-2,Ninth,Heracross,2,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sve-2,Ninth,Basic Fire Energy,2,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-3,Ninth,Shroomish,3,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sve-3,Ninth,Basic Water Energy,3,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-4,Ninth,Breloom,4,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sve-4,Ninth,Basic Lightning Energy,4,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-5,Ninth,Cacnea,5,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sve-5,Ninth,Basic Psychic Energy,5,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-6,Ninth,Cacturne,6,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sve-6,Ninth,Basic Fighting Energy,6,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-7,Ninth,Tropius,7,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sve-7,Ninth,Basic Darkness Energy,7,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-8,Ninth,Scatterbug,8,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sve-8,Ninth,Basic Metal Energy,8,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-9,Ninth,Spewpa,9,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-10,Ninth,Vivillon,10,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-11,Ninth,Skiddo,11,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-12,Ninth,Gogoat,12,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-13,Ninth,Sprigatito,13,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-14,Ninth,Floragato,14,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-15,Ninth,Meowscarada,15,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-16,Ninth,Tarountula,16,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-17,Ninth,Tarountula,17,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-18,Ninth,Tarountula,18,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-19,Ninth,Spidops ex,19,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-20,Ninth,Smoliv,20,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-21,Ninth,Smoliv,21,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-22,Ninth,Dolliv,22,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-23,Ninth,Arboliva,23,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-24,Ninth,Toedscool,24,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-25,Ninth,Toedscool,25,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-26,Ninth,Toedscruel,26,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-27,Ninth,Capsakid,27,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-28,Ninth,Capsakid,28,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-29,Ninth,Scovillain,29,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-30,Ninth,Growlithe,30,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-31,Ninth,Growlithe,31,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-32,Ninth,Arcanine ex,32,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-33,Ninth,Houndour,33,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-34,Ninth,Houndoom,34,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-35,Ninth,Torkoal,35,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-36,Ninth,Fuecoco,36,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-37,Ninth,Crocalor,37,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-38,Ninth,Skeledirge,38,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-39,Ninth,Charcadet,39,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-40,Ninth,Charcadet,40,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-41,Ninth,Armarouge,41,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-42,Ninth,Slowpoke,42,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-43,Ninth,Slowbro,43,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-44,Ninth,Magikarp,44,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-45,Ninth,Gyarados ex,45,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-46,Ninth,Buizel,46,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-47,Ninth,Floatzel,47,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-48,Ninth,Alomomola,48,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-49,Ninth,Clauncher,49,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-50,Ninth,Clawitzer,50,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-51,Ninth,Bruxish,51,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-52,Ninth,Quaxly,52,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-53,Ninth,Quaxwell,53,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-54,Ninth,Quaquaval,54,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-55,Ninth,Wiglett,55,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-56,Ninth,Wiglett,56,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-57,Ninth,Wugtrio,57,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-58,Ninth,Cetoddle,58,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-59,Ninth,Cetoddle,59,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-60,Ninth,Cetitan,60,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-61,Ninth,Dondozo,61,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-62,Ninth,Tatsugiri,62,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-63,Ninth,Magnemite,63,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-64,Ninth,Magneton,64,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-65,Ninth,Magnezone ex,65,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-66,Ninth,Mareep,66,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-67,Ninth,Flaaffy,67,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-68,Ninth,Pachirisu,68,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-69,Ninth,Rotom,69,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-70,Ninth,Rotom,70,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-71,Ninth,Toxel,71,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-72,Ninth,Toxtricity,72,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-73,Ninth,Pawmi,73,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-74,Ninth,Pawmi,74,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-75,Ninth,Pawmo,75,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-76,Ninth,Pawmot,76,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-77,Ninth,Wattrel,77,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-78,Ninth,Wattrel,78,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-79,Ninth,Kilowattrel,79,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-80,Ninth,Miraidon,80,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-81,Ninth,Miraidon ex,81,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-82,Ninth,Drowzee,82,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-83,Ninth,Hypno,83,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-84,Ninth,Ralts,84,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-85,Ninth,Kirlia,85,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sv1-86,Ninth,Gardevoir ex,86,Pokémon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
